date,region_id,city,statecode,unemployment,housing,deltaunemp,deltastocks,threem,threed,time
11/1/2014,26529,Pittsburgh,PA,5.3,113227,-0.1,129.8,2/1/2015,766,142
12/1/2014,26529,Pittsburgh,PA,5.2,113907,-0.1,129.8,3/1/2015,165,143
1/1/2015,26529,Pittsburgh,PA,5.2,113993,0,-91.8,4/1/2015,799,144
2/1/2015,26529,Pittsburgh,PA,5.3,113993,0.1,-113.7,5/1/2015,1887,145
3/1/2015,26529,Pittsburgh,PA,5.3,114072,0,233.1,6/1/2015,2782,146
4/1/2015,26529,Pittsburgh,PA,5.3,114792,0,38.1,7/1/2015,2734,147
5/1/2015,26529,Pittsburgh,PA,5.3,115880,0,105.8,8/1/2015,2192,148
6/1/2015,26529,Pittsburgh,PA,5.3,116854,0,-119.3,9/1/2015,1846,149
7/1/2015,26529,Pittsburgh,PA,5.3,117526,0,13.8,10/1/2015,1786,150
8/1/2015,26529,Pittsburgh,PA,5.3,118072,0,-327.7,11/1/2015,1846,151
9/1/2015,26529,Pittsburgh,PA,5.3,118700,0,-327.7,12/1/2015,1705,152
10/1/2015,26529,Pittsburgh,PA,5.3,119312,0,509.7,1/1/2016,2521,153
11/1/2015,26529,Pittsburgh,PA,5.3,119918,0,42.5,2/1/2016,3336,154
12/1/2015,26529,Pittsburgh,PA,5.4,120405,0.1,42.5,3/1/2016,3837,155
1/1/2016,26529,Pittsburgh,PA,5.4,121833,0,-259.4,4/1/2016,2620,156
2/1/2016,26529,Pittsburgh,PA,5.5,123254,0.1,-259.4,5/1/2016,1238,157
3/1/2016,26529,Pittsburgh,PA,5.6,124242,0.1,455.1,6/1/2016,745,158
4/1/2016,26529,Pittsburgh,PA,5.6,124453,0,106.3,7/1/2016,931,159
5/1/2016,26529,Pittsburgh,PA,5.7,124492,0.1,38,8/1/2016,1486,160
6/1/2016,26529,Pittsburgh,PA,5.7,124987,0,38,9/1/2016,1305,161
7/1/2016,26529,Pittsburgh,PA,5.7,125384,0,162.4,10/1/2016,1572,162
8/1/2016,26529,Pittsburgh,PA,5.7,125978,0,95.9,11/1/2016,1482,163
9/1/2016,26529,Pittsburgh,PA,5.7,126292,0,-17.5,12/1/2016,2065,164
10/1/2016,26529,Pittsburgh,PA,5.7,126956,0,128.7,1/1/2017,1384,165
11/1/2016,26529,Pittsburgh,PA,5.6,127460,-0.1,128.7,2/1/2017,1273,166
12/1/2016,26529,Pittsburgh,PA,5.5,128357,-0.1,258.8,3/1/2017,671,167
1/1/2017,26529,Pittsburgh,PA,5.4,128340,-0.1,261,4/1/2017,1955,168
2/1/2017,26529,Pittsburgh,PA,5.3,128733,-0.1,261,5/1/2017,2611,169
3/1/2017,26529,Pittsburgh,PA,5.2,129028,-0.1,37.2,6/1/2017,3434,170
4/1/2017,26529,Pittsburgh,PA,5.1,130295,-0.1,97,7/1/2017,3330,171
5/1/2017,26529,Pittsburgh,PA,5.1,131344,0,97,8/1/2017,3582,172
6/1/2017,26529,Pittsburgh,PA,5,132462,-0.1,169.2,9/1/2017,3880,173
7/1/2017,26529,Pittsburgh,PA,4.9,133625,-0.1,127.2,10/1/2017,3633,174
8/1/2017,26529,Pittsburgh,PA,4.9,134926,0,127.2,11/1/2017,3109,175
9/1/2017,26529,Pittsburgh,PA,4.9,136342,0,192.4,12/1/2017,2270,176
10/1/2017,26529,Pittsburgh,PA,4.8,137258,-0.1,369,1/1/2018,2288,177
11/1/2017,26529,Pittsburgh,PA,4.8,138035,0,369,2/1/2018,2054,178
12/1/2017,26529,Pittsburgh,PA,4.7,138612,-0.1,222.3,3/1/2018,3199,179
1/1/2018,26529,Pittsburgh,PA,4.6,139546,-0.1,148.1,4/1/2018,3805,180
2/1/2018,26529,Pittsburgh,PA,4.5,140089,-0.1,148.1,5/1/2018,4733,181
3/1/2018,26529,Pittsburgh,PA,4.4,141811,-0.1,-401.5,6/1/2018,3330,182
4/1/2018,26529,Pittsburgh,PA,4.3,143351,-0.1,54.6,7/1/2018,2389,183
5/1/2018,26529,Pittsburgh,PA,4.2,144822,-0.1,54.5,8/1/2018,1849,184
6/1/2018,26529,Pittsburgh,PA,4.2,145141,0,97.4,9/1/2018,2656,185
7/1/2018,26529,Pittsburgh,PA,4.2,145740,0,338.3,10/1/2018,3074,186
8/1/2018,26529,Pittsburgh,PA,4.2,146671,0,338.3,11/1/2018,2979,187
9/1/2018,26529,Pittsburgh,PA,4.2,147797,0,-118.1,12/1/2018,2536,188
10/1/2018,26529,Pittsburgh,PA,4.1,148814,-0.1,-118.1,1/1/2019,2341,189
11/1/2018,26529,Pittsburgh,PA,4.2,149650,0.1,-44,2/1/2019,2620,190
12/1/2018,26529,Pittsburgh,PA,4.2,150333,0,-435.3,3/1/2019,2186,191
1/1/2019,26529,Pittsburgh,PA,4,151155,-0.2,-435.3,4/1/2019,1251,192
2/1/2019,26529,Pittsburgh,PA,4,152270,0,947.8,5/1/2019,341,193
3/1/2019,26529,Pittsburgh,PA,3.9,152519,-0.1,131.4,6/1/2019,1126,194
4/1/2019,26529,Pittsburgh,PA,3.8,152406,-0.1,336.4,7/1/2019,2095,195
5/1/2019,26529,Pittsburgh,PA,3.8,152611,0,-583.7,8/1/2019,2409,196
6/1/2019,26529,Pittsburgh,PA,3.8,153645,0,345.8,9/1/2019,1764,197
7/1/2019,26529,Pittsburgh,PA,3.8,154501,0,427.3,10/1/2019,1585,198
2/1/2003,40415,Portland,ME,3.5,205491,3.5,-212,5/1/2003,6224,1
3/1/2003,40415,Portland,ME,3.5,207573,0,-87.2,6/1/2003,5492,2
4/1/2003,40415,Portland,ME,3.5,209729,0,249,7/1/2003,4504,3
5/1/2003,40415,Portland,ME,3.6,211715,0.1,180.4,8/1/2003,4588,4
6/1/2003,40415,Portland,ME,3.6,213065,0,58.4,9/1/2003,6252,5
7/1/2003,40415,Portland,ME,3.6,214233,0,134.2,10/1/2003,8623,6
8/1/2003,40415,Portland,ME,3.6,216303,0,91.7,11/1/2003,9106,7
9/1/2003,40415,Portland,ME,3.6,219317,0,110.9,12/1/2003,8331,8
10/1/2003,40415,Portland,ME,3.6,222856,0,70.7,1/1/2004,7185,9
11/1/2003,40415,Portland,ME,3.6,225409,0,155,2/1/2004,7344,10
12/1/2003,40415,Portland,ME,3.5,227648,-0.1,135.5,3/1/2004,7621,11
1/1/2004,40415,Portland,ME,3.5,230041,0,-14,4/1/2004,7578,12
2/1/2004,40415,Portland,ME,3.5,232753,0,20.8,5/1/2004,8034,13
3/1/2004,40415,Portland,ME,3.4,235269,-0.1,-11.4,6/1/2004,9308,14
4/1/2004,40415,Portland,ME,3.4,237619,0,-64.6,7/1/2004,10737,15
5/1/2004,40415,Portland,ME,3.3,240787,-0.1,12.4,8/1/2004,9777,16
6/1/2004,40415,Portland,ME,3.3,244577,0,60.6,9/1/2004,7625,17
7/1/2004,40415,Portland,ME,3.4,248356,0.1,-103.4,10/1/2004,4986,18
8/1/2004,40415,Portland,ME,3.4,250564,0,-70.5,11/1/2004,4882,19
9/1/2004,40415,Portland,ME,3.5,252202,0.1,18.2,12/1/2004,5342,20
10/1/2004,40415,Portland,ME,3.5,253342,0,160.6,1/1/2005,6447,21
11/1/2004,40415,Portland,ME,3.5,255446,0,183.8,2/1/2005,6583,22
12/1/2004,40415,Portland,ME,3.6,257544,0.1,-12,3/1/2005,6790,23
1/1/2005,40415,Portland,ME,3.6,259789,0,9.3,4/1/2005,6776,24
2/1/2005,40415,Portland,ME,3.7,262029,0.1,-28.9,5/1/2005,6215,25
3/1/2005,40415,Portland,ME,3.7,264334,0,-94.3,6/1/2005,5531,26
4/1/2005,40415,Portland,ME,3.7,266565,0,-140.5,7/1/2005,5323,27
5/1/2005,40415,Portland,ME,3.7,268244,0,-2.6,8/1/2005,5490,28
6/1/2005,40415,Portland,ME,3.7,269865,0,75.9,9/1/2005,5496,29
7/1/2005,40415,Portland,ME,3.7,271888,0,126.1,10/1/2005,4795,30
8/1/2005,40415,Portland,ME,3.7,273734,0,-11.7,11/1/2005,4299,31
9/1/2005,40415,Portland,ME,3.7,275361,0,16,12/1/2005,3726,32
10/1/2005,40415,Portland,ME,3.6,276683,-0.1,43.1,1/1/2006,2998,33
11/1/2005,40415,Portland,ME,3.6,278033,0,31.6,2/1/2006,1648,34
12/1/2005,40415,Portland,ME,3.5,279087,-0.1,21.2,3/1/2006,571,35
1/1/2006,40415,Portland,ME,3.4,279681,-0.1,47.1,4/1/2006,-213,36
2/1/2006,40415,Portland,ME,3.4,279681,0,70.1,5/1/2006,-289,37
3/1/2006,40415,Portland,ME,3.3,279658,-0.1,44.7,6/1/2006,-659,38
4/1/2006,40415,Portland,ME,3.3,279468,0,20.9,7/1/2006,-1479,39
5/1/2006,40415,Portland,ME,3.4,279392,0.1,-12.8,8/1/2006,-2373,40
6/1/2006,40415,Portland,ME,3.4,278999,0,-34.3,9/1/2006,-3098,41
7/1/2006,40415,Portland,ME,3.4,277989,0,34.6,10/1/2006,-2929,42
8/1/2006,40415,Portland,ME,3.4,277019,0,1,11/1/2006,-3000,43
9/1/2006,40415,Portland,ME,3.4,275901,0,153.7,12/1/2006,-2726,44
10/1/2006,40415,Portland,ME,3.4,275060,0,106.7,1/1/2007,-2678,45
11/1/2006,40415,Portland,ME,3.3,274019,-0.1,142.9,2/1/2007,-2340,46
12/1/2006,40415,Portland,ME,3.3,273175,0,112.6,3/1/2007,-2575,47
1/1/2007,40415,Portland,ME,3.3,272382,0,-26.9,4/1/2007,-2581,48
2/1/2007,40415,Portland,ME,3.3,271679,0,-23.4,5/1/2007,-3005,49
3/1/2007,40415,Portland,ME,3.3,270600,0,11.8,6/1/2007,-3333,50
4/1/2007,40415,Portland,ME,3.4,269801,0.1,236.6,7/1/2007,-4635,51
5/1/2007,40415,Portland,ME,3.4,268674,0,267,8/1/2007,-4345,52
6/1/2007,40415,Portland,ME,3.5,267267,0.1,-54.6,9/1/2007,-3412,53
7/1/2007,40415,Portland,ME,3.5,265166,0,-7.3,10/1/2007,-1473,54
8/1/2007,40415,Portland,ME,3.5,264329,0,-39.5,11/1/2007,-1796,55
9/1/2007,40415,Portland,ME,3.6,263855,0.1,133.4,12/1/2007,-2007,56
10/1/2007,40415,Portland,ME,3.6,263693,0,144.9,1/1/2008,-2221,57
11/1/2007,40415,Portland,ME,3.7,262533,0.1,-190.9,2/1/2008,-1785,58
12/1/2007,40415,Portland,ME,3.7,261848,0,-96.4,3/1/2008,-1979,59
1/1/2008,40415,Portland,ME,3.8,261472,0.1,-53,4/1/2008,-3429,60
2/1/2008,40415,Portland,ME,3.8,260748,0,-396.4,5/1/2008,-4410,61
3/1/2008,40415,Portland,ME,3.9,259869,0.1,49.9,6/1/2008,-5856,62
4/1/2008,40415,Portland,ME,3.9,258043,0,136.2,7/1/2008,-5175,63
5/1/2008,40415,Portland,ME,4,256338,0.1,-16.3,8/1/2008,-5384,64
6/1/2008,40415,Portland,ME,4.1,254013,0.1,-228.6,9/1/2008,-4593,65
7/1/2008,40415,Portland,ME,4.2,252868,0.1,-294.4,10/1/2008,-5491,66
8/1/2008,40415,Portland,ME,4.4,250954,0.2,62.5,11/1/2008,-4610,67
9/1/2008,40415,Portland,ME,4.5,249420,0.1,-409.4,12/1/2008,-5527,68
10/1/2008,40415,Portland,ME,4.6,247377,0.1,-515.4,1/1/2009,-6155,69
11/1/2008,40415,Portland,ME,5.1,246344,0.5,-216.7,2/1/2009,-7782,70
12/1/2008,40415,Portland,ME,5.6,243893,0.5,-211.8,3/1/2009,-7951,71
1/1/2009,40415,Portland,ME,6.3,241222,0.7,-83.9,4/1/2009,-7389,72
2/1/2009,40415,Portland,ME,6.4,238562,0.1,-207.9,5/1/2009,-6245,73
3/1/2009,40415,Portland,ME,6.5,235942,0.1,-49,6/1/2009,-3216,74
4/1/2009,40415,Portland,ME,6.6,233833,0.1,179.1,7/1/2009,-931,75
5/1/2009,40415,Portland,ME,6.7,232317,0.1,182,8/1/2009,812,76
6/1/2009,40415,Portland,ME,6.7,232726,0,18.8,9/1/2009,185,77
7/1/2009,40415,Portland,ME,6.7,232902,0,269.9,10/1/2009,390,78
8/1/2009,40415,Portland,ME,6.7,233129,0,156,11/1/2009,78,79
9/1/2009,40415,Portland,ME,6.7,232911,0,88.5,12/1/2009,1304,80
10/1/2009,40415,Portland,ME,6.7,233292,0,22.7,1/1/2010,1243,81
11/1/2009,40415,Portland,ME,6.8,233207,0.1,129.6,2/1/2010,1960,82
12/1/2009,40415,Portland,ME,6.8,234215,0,174.6,3/1/2010,2098,83
1/1/2010,40415,Portland,ME,6.9,234535,0.1,25.3,4/1/2010,3661,84
2/1/2010,40415,Portland,ME,6.9,235167,0,-64.6,5/1/2010,3814,85
3/1/2010,40415,Portland,ME,6.9,236313,0,232.9,6/1/2010,1966,86
4/1/2010,40415,Portland,ME,6.9,238196,0,99.4,7/1/2010,-1226,87
5/1/2010,40415,Portland,ME,6.8,238981,-0.1,-261.8,8/1/2010,-2843,88
6/1/2010,40415,Portland,ME,6.8,238279,0,-261.8,9/1/2010,-2963,89
7/1/2010,40415,Portland,ME,6.8,236970,0,213.9,10/1/2010,-3112,90
8/1/2010,40415,Portland,ME,6.7,236138,-0.1,72.9,11/1/2010,-3671,91
9/1/2010,40415,Portland,ME,6.7,235316,0,72.8,12/1/2010,-4304,92
10/1/2010,40415,Portland,ME,6.7,233858,0,188.8,1/1/2011,-3032,93
11/1/2010,40415,Portland,ME,6.7,232467,0,6.3,2/1/2011,-1056,94
12/1/2010,40415,Portland,ME,6.6,231012,-0.1,231.1,3/1/2011,974,95
1/1/2011,40415,Portland,ME,6.6,230826,0,153.4,4/1/2011,136,96
2/1/2011,40415,Portland,ME,6.6,231411,0,153.4,5/1/2011,-1498,97
3/1/2011,40415,Portland,ME,6.6,231986,0,26.1,6/1/2011,-3522,98
4/1/2011,40415,Portland,ME,6.6,230962,0,193.6,7/1/2011,-3154,99
5/1/2011,40415,Portland,ME,6.5,229913,-0.1,-76.6,8/1/2011,-3000,100
6/1/2011,40415,Portland,ME,6.5,228464,0,-76.6,9/1/2011,-1553,101
7/1/2011,40415,Portland,ME,6.4,227808,-0.1,-84.2,10/1/2011,-379,102
8/1/2011,40415,Portland,ME,6.4,226913,0,-224.8,11/1/2011,645,103
9/1/2011,40415,Portland,ME,6.4,226911,0,-328.7,12/1/2011,405,104
10/1/2011,40415,Portland,ME,6.4,227429,0,218.2,1/1/2012,-1251,105
11/1/2011,40415,Portland,ME,6.4,227558,0,218.2,2/1/2012,-2891,106
12/1/2011,40415,Portland,ME,6.4,227316,0,67.2,3/1/2012,-4400,107
1/1/2012,40415,Portland,ME,6.3,226178,-0.1,147.9,4/1/2012,-2769,108
2/1/2012,40415,Portland,ME,6.3,224667,0,207,5/1/2012,-108,109
3/1/2012,40415,Portland,ME,6.3,222916,0,147.8,6/1/2012,3882,110
4/1/2012,40415,Portland,ME,6.3,223409,0,-142.6,7/1/2012,5407,111
5/1/2012,40415,Portland,ME,6.2,224559,-0.1,-142.6,8/1/2012,6008,112
6/1/2012,40415,Portland,ME,6.2,226798,0,78.5,9/1/2012,4633,113
7/1/2012,40415,Portland,ME,6.1,228816,-0.1,71.3,10/1/2012,3346,114
8/1/2012,40415,Portland,ME,6.1,230567,0,71.3,11/1/2012,4209,115
9/1/2012,40415,Portland,ME,6,231431,-0.1,34.1,12/1/2012,6534,116
10/1/2012,40415,Portland,ME,6,232162,0,34.1,1/1/2013,9486,117
11/1/2012,40415,Portland,ME,6,234776,0,-53.5,2/1/2013,9116,118
12/1/2012,40415,Portland,ME,6,237965,0,73.1,3/1/2013,7677,119
1/1/2013,40415,Portland,ME,6,241648,0,73.1,4/1/2013,3197,120
2/1/2013,40415,Portland,ME,5.9,243892,-0.1,282.7,5/1/2013,475,121
3/1/2013,40415,Portland,ME,5.8,245642,-0.1,189.7,6/1/2013,-1043,122
4/1/2013,40415,Portland,ME,5.7,244845,-0.1,119.7,7/1/2013,416,123
5/1/2013,40415,Portland,ME,5.6,244367,-0.1,123,8/1/2013,2125,124
6/1/2013,40415,Portland,ME,5.5,244599,-0.1,95.7,9/1/2013,2465,125
7/1/2013,40415,Portland,ME,5.5,245261,0,95.7,10/1/2013,1936,126
8/1/2013,40415,Portland,ME,5.4,246492,-0.1,-166.9,11/1/2013,-1043,127
9/1/2013,40415,Portland,ME,5.3,247064,-0.1,166.9,12/1/2013,-3572,128
10/1/2013,40415,Portland,ME,5.3,247197,0,166.9,1/1/2014,-4282,129
11/1/2013,40415,Portland,ME,5.2,245449,-0.1,231.3,2/1/2014,-1936,130
12/1/2013,40415,Portland,ME,5.1,243492,-0.1,90.5,3/1/2014,769,131
1/1/2014,40415,Portland,ME,5,242915,-0.1,90.5,4/1/2014,3360,132
2/1/2014,40415,Portland,ME,4.9,243513,-0.1,-445.4,5/1/2014,4079,133
3/1/2014,40415,Portland,ME,4.8,244261,-0.1,415.8,6/1/2014,4143,134
4/1/2014,40415,Portland,ME,4.7,246275,-0.1,154.8,7/1/2014,1825,135
5/1/2014,40415,Portland,ME,4.7,247592,0,11.8,8/1/2014,-632,136
6/1/2014,40415,Portland,ME,4.6,248404,-0.1,30.7,9/1/2014,-1171,137
7/1/2014,40415,Portland,ME,4.5,248100,-0.1,30.7,10/1/2014,269,138
8/1/2014,40415,Portland,ME,4.5,246960,0,167.3,11/1/2014,3578,139
9/1/2014,40415,Portland,ME,4.4,247233,-0.1,62.7,12/1/2014,4421,140
10/1/2014,40415,Portland,ME,4.3,248369,-0.1,62.7,1/1/2015,1980,141
11/1/2014,40415,Portland,ME,4.2,250538,-0.1,129.8,2/1/2015,-1376,142
12/1/2014,40415,Portland,ME,4.1,251654,-0.1,129.8,3/1/2015,-1121,143
1/1/2015,40415,Portland,ME,4,250349,-0.1,-91.8,4/1/2015,580,144
2/1/2015,40415,Portland,ME,3.9,249162,-0.1,-113.7,5/1/2015,3393,145
3/1/2015,40415,Portland,ME,3.8,250533,-0.1,233.1,6/1/2015,1414,146
4/1/2015,40415,Portland,ME,3.7,250929,-0.1,38.1,7/1/2015,2598,147
5/1/2015,40415,Portland,ME,3.6,252555,-0.1,105.8,8/1/2015,2914,148
6/1/2015,40415,Portland,ME,3.5,251947,-0.1,-119.3,9/1/2015,4708,149
7/1/2015,40415,Portland,ME,3.4,253527,-0.1,13.8,10/1/2015,3905,150
8/1/2015,40415,Portland,ME,3.4,255469,0,-327.7,11/1/2015,1340,151
9/1/2015,40415,Portland,ME,3.3,256655,-0.1,-327.7,12/1/2015,1645,152
10/1/2015,40415,Portland,ME,3.2,257432,-0.1,509.7,1/1/2016,4043,153
11/1/2015,40415,Portland,ME,3.2,256809,0,42.5,2/1/2016,8627,154
12/1/2015,40415,Portland,ME,3.1,258300,-0.1,42.5,3/1/2016,8560,155
1/1/2016,40415,Portland,ME,3.1,261475,0,-259.4,4/1/2016,7692,156
2/1/2016,40415,Portland,ME,3,265436,-0.1,-259.4,5/1/2016,4436,157
3/1/2016,40415,Portland,ME,3,266860,0,455.1,6/1/2016,5469,158
4/1/2016,40415,Portland,ME,3,269167,0,106.3,7/1/2016,3712,159
5/1/2016,40415,Portland,ME,3,269872,0,38,8/1/2016,4946,160
6/1/2016,40415,Portland,ME,3,272329,0,38,9/1/2016,4841,161
7/1/2016,40415,Portland,ME,3,272879,0,162.4,10/1/2016,6793,162
8/1/2016,40415,Portland,ME,3,274818,0,95.9,11/1/2016,8510,163
9/1/2016,40415,Portland,ME,3,277170,0,-17.5,12/1/2016,8969,164
10/1/2016,40415,Portland,ME,2.9,279672,-0.1,128.7,1/1/2017,7772,165
11/1/2016,40415,Portland,ME,2.9,283328,0,128.7,2/1/2017,3457,166
12/1/2016,40415,Portland,ME,2.9,286139,0,258.8,3/1/2017,-237,167
1/1/2017,40415,Portland,ME,2.8,287444,-0.1,261,4/1/2017,-317,168
2/1/2017,40415,Portland,ME,2.8,286785,0,261,5/1/2017,2767,169
3/1/2017,40415,Portland,ME,2.8,285902,0,37.2,6/1/2017,6732,170
4/1/2017,40415,Portland,ME,2.7,287127,-0.1,97,7/1/2017,8708,171
5/1/2017,40415,Portland,ME,2.7,289552,0,97,8/1/2017,7793,172
6/1/2017,40415,Portland,ME,2.7,292634,0,169.2,9/1/2017,5865,173
7/1/2017,40415,Portland,ME,2.7,295835,0,127.2,10/1/2017,3276,174
8/1/2017,40415,Portland,ME,2.7,297345,0,127.2,11/1/2017,2510,175
9/1/2017,40415,Portland,ME,2.6,298499,-0.1,192.4,12/1/2017,1948,176
10/1/2017,40415,Portland,ME,2.6,299111,0,369,1/1/2018,4007,177
11/1/2017,40415,Portland,ME,2.6,299855,0,369,2/1/2018,7196,178
12/1/2017,40415,Portland,ME,2.6,300447,0,222.3,3/1/2018,11456,179
1/1/2018,40415,Portland,ME,2.6,303118,0,148.1,4/1/2018,10905,180
2/1/2018,40415,Portland,ME,2.6,307051,0,148.1,5/1/2018,8756,181
3/1/2018,40415,Portland,ME,2.6,311903,0,-401.5,6/1/2018,5237,182
4/1/2018,40415,Portland,ME,2.6,314023,0,54.6,7/1/2018,4287,183
5/1/2018,40415,Portland,ME,2.7,315807,0.1,54.5,8/1/2018,3726,184
6/1/2018,40415,Portland,ME,2.7,317140,0,97.4,9/1/2018,2722,185
7/1/2018,40415,Portland,ME,2.8,318310,0.1,338.3,10/1/2018,2485,186
8/1/2018,40415,Portland,ME,2.8,319533,0,338.3,11/1/2018,2781,187
9/1/2018,40415,Portland,ME,2.8,319862,0,-118.1,12/1/2018,4855,188
10/1/2018,40415,Portland,ME,2.8,320795,0,-118.1,1/1/2019,4451,189
11/1/2018,40415,Portland,ME,2.8,322314,0,-44,2/1/2019,2739,190
12/1/2018,40415,Portland,ME,2.8,324717,0,-435.3,3/1/2019,-83,191
1/1/2019,40415,Portland,ME,2.9,325246,0.1,-435.3,4/1/2019,374,192
2/1/2019,40415,Portland,ME,2.8,325053,-0.1,947.8,5/1/2019,1437,193
3/1/2019,40415,Portland,ME,2.7,324634,-0.1,131.4,6/1/2019,2422,194
4/1/2019,40415,Portland,ME,2.7,325620,0,336.4,7/1/2019,2453,195
5/1/2019,40415,Portland,ME,2.7,326490,0,-583.7,8/1/2019,3130,196
6/1/2019,40415,Portland,ME,2.6,327056,-0.1,345.8,9/1/2019,4960,197
7/1/2019,40415,Portland,ME,2.4,328073,-0.2,427.3,10/1/2019,6189,198
2/1/2003,13373,Portland,OR,8.2,209056,8.2,-212,5/1/2003,3613,1
3/1/2003,13373,Portland,OR,8.4,210503,0.2,-87.2,6/1/2003,3001,2
4/1/2003,13373,Portland,OR,8.5,211680,0.1,249,7/1/2003,2712,3
5/1/2003,13373,Portland,OR,8.6,212669,0.1,180.4,8/1/2003,2965,4
6/1/2003,13373,Portland,OR,8.6,213504,0,58.4,9/1/2003,3387,5
7/1/2003,13373,Portland,OR,8.5,214392,-0.1,134.2,10/1/2003,3892,6
8/1/2003,13373,Portland,OR,8.4,215634,-0.1,91.7,11/1/2003,3856,7
9/1/2003,13373,Portland,OR,8.2,216891,-0.2,110.9,12/1/2003,3947,8
10/1/2003,13373,Portland,OR,8.1,218284,-0.1,70.7,1/1/2004,3950,9
11/1/2003,13373,Portland,OR,7.9,219490,-0.2,155,2/1/2004,4097,10
12/1/2003,13373,Portland,OR,7.8,220838,-0.1,135.5,3/1/2004,3879,11
1/1/2004,13373,Portland,OR,7.7,222234,-0.1,-14,4/1/2004,3393,12
2/1/2004,13373,Portland,OR,7.6,223587,-0.1,20.8,5/1/2004,2962,13
3/1/2004,13373,Portland,OR,7.5,224717,-0.1,-11.4,6/1/2004,2898,14
4/1/2004,13373,Portland,OR,7.3,225627,-0.2,-64.6,7/1/2004,3367,15
5/1/2004,13373,Portland,OR,7.2,226549,-0.1,12.4,8/1/2004,4275,16
6/1/2004,13373,Portland,OR,7,227615,-0.2,60.6,9/1/2004,5197,17
7/1/2004,13373,Portland,OR,7,228994,0,-103.4,10/1/2004,5962,18
8/1/2004,13373,Portland,OR,6.9,230824,-0.1,-70.5,11/1/2004,6244,19
9/1/2004,13373,Portland,OR,6.8,232812,-0.1,18.2,12/1/2004,6559,20
10/1/2004,13373,Portland,OR,6.7,234956,-0.1,160.6,1/1/2005,6604,21
11/1/2004,13373,Portland,OR,6.5,237068,-0.2,183.8,2/1/2005,6891,22
12/1/2004,13373,Portland,OR,6.4,239371,-0.1,-12,3/1/2005,7292,23
1/1/2005,13373,Portland,OR,6.3,241560,-0.1,9.3,4/1/2005,8743,24
2/1/2005,13373,Portland,OR,6.2,243959,-0.1,-28.9,5/1/2005,10292,25
3/1/2005,13373,Portland,OR,6.1,246663,-0.1,-94.3,6/1/2005,11822,26
4/1/2005,13373,Portland,OR,6.1,250303,0,-140.5,7/1/2005,12611,27
5/1/2005,13373,Portland,OR,6,254251,-0.1,-2.6,8/1/2005,13034,28
6/1/2005,13373,Portland,OR,5.9,258485,-0.1,75.9,9/1/2005,13743,29
7/1/2005,13373,Portland,OR,5.9,262914,0,126.1,10/1/2005,13907,30
8/1/2005,13373,Portland,OR,5.8,267285,-0.1,-11.7,11/1/2005,14137,31
9/1/2005,13373,Portland,OR,5.8,272228,0,16,12/1/2005,13047,32
10/1/2005,13373,Portland,OR,5.7,276821,-0.1,43.1,1/1/2006,12447,33
11/1/2005,13373,Portland,OR,5.6,281422,-0.1,31.6,2/1/2006,11714,34
12/1/2005,13373,Portland,OR,5.5,285275,-0.1,21.2,3/1/2006,11701,35
1/1/2006,13373,Portland,OR,5.4,289268,-0.1,47.1,4/1/2006,11131,36
2/1/2006,13373,Portland,OR,5.3,293136,-0.1,70.1,5/1/2006,11133,37
3/1/2006,13373,Portland,OR,5.2,296976,-0.1,44.7,6/1/2006,11318,38
4/1/2006,13373,Portland,OR,5.1,300399,-0.1,20.9,7/1/2006,11460,39
5/1/2006,13373,Portland,OR,5.1,304269,0,-12.8,8/1/2006,10801,40
6/1/2006,13373,Portland,OR,5.1,308294,0,-34.3,9/1/2006,8829,41
7/1/2006,13373,Portland,OR,5.1,311859,0,34.6,10/1/2006,6995,42
8/1/2006,13373,Portland,OR,5.1,315070,0,1,11/1/2006,5643,43
9/1/2006,13373,Portland,OR,5.1,317123,0,153.7,12/1/2006,5896,44
10/1/2006,13373,Portland,OR,5,318854,-0.1,106.7,1/1/2007,6247,45
11/1/2006,13373,Portland,OR,5,320713,0,142.9,2/1/2007,5217,46
12/1/2006,13373,Portland,OR,5,323019,0,112.6,3/1/2007,4362,47
1/1/2007,13373,Portland,OR,4.9,325101,-0.1,-26.9,4/1/2007,4554,48
2/1/2007,13373,Portland,OR,4.9,325930,0,-23.4,5/1/2007,6213,49
3/1/2007,13373,Portland,OR,4.9,327381,0,11.8,6/1/2007,6036,50
4/1/2007,13373,Portland,OR,4.9,329655,0,236.6,7/1/2007,4079,51
5/1/2007,13373,Portland,OR,4.9,332143,0,267,8/1/2007,1297,52
6/1/2007,13373,Portland,OR,4.9,333417,0,-54.6,9/1/2007,350,53
7/1/2007,13373,Portland,OR,5,333734,0.1,-7.3,10/1/2007,764,54
8/1/2007,13373,Portland,OR,5,333440,0,-39.5,11/1/2007,977,55
9/1/2007,13373,Portland,OR,5,333767,0,133.4,12/1/2007,391,56
10/1/2007,13373,Portland,OR,5,334498,0,144.9,1/1/2008,-1568,57
11/1/2007,13373,Portland,OR,5,334417,0,-190.9,2/1/2008,192,58
12/1/2007,13373,Portland,OR,5,334158,0,-96.4,3/1/2008,405,59
1/1/2008,13373,Portland,OR,5,332930,0,-53,4/1/2008,148,60
2/1/2008,13373,Portland,OR,5,334609,0,-396.4,5/1/2008,-5656,61
3/1/2008,13373,Portland,OR,5,334563,0,49.9,6/1/2008,-7964,62
